0	1
0	2
0	2
0	1
0	42
0	15
0	1
0	2
0	2
0	414
0	0
0	55
0	15
0	0
0	0
0	1
0	1
0	64
0	1
0	32
0	0
0	1
0	1
0	1
0	0
0	1
0	54
0	15
0	1
0	410
0	36
0	15
0	0
0	0
0	0
0	1
0	1
0	81
0	1
0	12
0	1
0	1
0	36
0	1
0	15
0	1
0	1
0	2
0	1
0	1
0	48
0	15
0	36
0	2
0	1
0	15
0	43
0	5
0	1
0	0
0	1
0	0
1	4
1	0
1	32
1	0
1	1
1	1
1	1
1	45
1	15
1	1
1	512
1	512
1	478
1	0
1	1
1	1
1	1
1	20
1	0
1	1
1	1
1	1
1	0
1	1
1	0
1	34
1	1
1	39
1	15
1	32
1	0
1	1
1	1
1	281
1	1
1	8
1	1
1	20
1	1
1	512
1	512
1	1
1	0
1	1
1	0
1	1
1	1
1	1
1	0
1	309
1	39
1	15
1	13
1	1
1	1
1	39
1	0
1	15
1	1
1	0
1	0
1	1
1	64
1	40
1	1
1	1
1	38
1	15
1	1
1	3
1	1
1	1
1	3
1	0
1	1
1	0
1	1
1	0
1	0
1	64
1	20
1	40
1	1
1	49
1	15
1	1
1	0
1	1
1	100
1	32
1	1
1	1
1	1
1	1
1	20
1	1
1	1
1	0
1	1
1	1
1	38
1	64
1	15
1	0
1	20
1	40
1	1
1	14
1	14
1	20
1	1
1	1
1	0
1	0
1	49
1	36
1	42
1	0
1	0
1	15
1	0
1	1
1	0
1	0
1	1
1	1
1	180
1	1
1	0
1	1
1	0
1	512
1	0
1	1
1	0
1	0
1	0
1	0
1	1
1	0
1	64
1	1
1	0
1	0
1	2
1	0
1	0
1	20
1	40
1	2
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	0
1	1
1	2
1	0
1	0
1	37
1	37
1	37
1	5
1	0
1	0
1	2
1	15
1	1
1	3
1	5
1	0
1	0
1	366
1	512
1	483
1	512
1	483
1	0
1	1
1	1
1	0
1	47
1	1
1	1
1	0
1	1
1	0
1	64
1	32
2	0
2	4
2	32
2	0
2	0
2	0
2	0
2	1
2	64
2	32
2	37
2	5
2	37
2	37
2	15
2	15
2	5
2	5
2	1
2	512
2	500
2	1
2	1
2	5
2	512
2	512
2	512
2	512
2	512
2	512
2	456
2	512
2	500
2	0
2	0
2	39
2	0
2	15
2	0
2	47
2	0
2	15
2	49
2	0
2	36
2	0
2	0
2	20
2	0
2	0
2	0
2	512
2	1
2	1
2	0
2	11
2	0
2	0
2	64
2	1
2	46
2	4
2	15
2	40
2	5
2	1
2	3
2	1
2	281
2	2
2	0
2	1
2	0
2	0
2	1
2	1
2	1
2	64
2	20
2	40
2	0
2	0
2	0
2	0
2	5
2	20
2	0
2	0
2	0
2	5
2	0
2	1
2	1
2	0
2	1
2	1
2	2
2	8
2	1
2	1
2	1
2	0
2	1
2	0
2	512
2	179
2	1
2	64
2	0
2	0
2	0
2	2
2	0
2	5
2	2
2	1
2	20
2	64
2	64
2	40
2	1
2	32
2	20
2	40
2	0
2	2
2	1
2	1
2	1
2	1
2	2
2	1
2	0
2	32
2	15
2	4
2	0
2	1
2	32
2	1
2	0
2	1
2	45
2	425
2	15
2	0
2	0
2	0
2	5
2	0
2	1
2	84
2	5
2	0
2	32
2	1
2	1
2	0
2	5
2	2
2	2
2	0
2	0
2	0
2	0
2	1
2	15
2	1
2	64
2	0
2	48
2	20
2	40
2	512
2	512
2	512
2	512
2	512
2	8
2	407
2	15
2	1
3	0
3	44
3	0
3	0
3	0
3	0
3	0
3	32
3	1
3	2
3	364
3	30
3	1
3	0
3	0
3	0
3	15
3	512
3	512
3	0
3	64
3	32
3	0
3	48
3	0
3	15
3	13
3	512
3	0
3	265
3	1
3	0
3	29
3	20
3	40
3	0
3	15
3	512
3	0
3	2
3	512
3	2
3	0
3	0
3	280
3	48
3	0
3	15
3	0
3	36
3	16
3	36
3	16
3	0
3	26
3	0
3	512
3	399
3	512
3	0
3	512
3	1
3	0
3	13
3	48
3	48
3	1
3	0
3	4
3	0
3	0
3	96
3	15
3	512
3	0
3	64
3	512
3	44
3	1
3	1
3	512
3	512
3	488
3	0
3	64
3	0
3	0
3	100
3	0
3	512
3	32
3	0
3	512
3	0
3	512
3	43
3	0
3	15
3	0
3	0
3	1
3	4
3	512
3	0
3	1
3	1
3	512
3	1
3	1
3	403
3	0
3	0
3	0
3	1
3	0
3	0
3	0
3	0
3	49
3	2
3	15
3	2
3	0
3	0
3	1
3	1
3	0
3	0
3	1
3	0
3	4
3	4
3	32
3	512
3	48
3	15
3	0
3	0
3	26
3	49
3	36
3	41
3	15
3	5
3	41
3	512
3	512
3	512
3	15
3	0
3	512
3	512
3	0
3	0
3	1
3	1
3	1
3	35
3	4
3	0
3	15
3	1
3	407
3	0
3	57
3	15
3	0
3	1
3	64
3	32
3	38
3	15
4	1
4	0
4	1
4	128
4	0
4	2
4	20
4	40
4	1
4	0
4	0
4	1
4	39
4	4
4	15
4	64
4	32
4	0
4	0
4	32
4	2
4	15
4	0
4	0
4	0
4	0
4	49
4	0
4	38
4	42
4	1
4	15
4	0
4	1
4	0
4	1
4	0
4	20
4	1
4	1
4	4
4	1
4	40
4	1
4	15
4	2
4	96
4	0
4	2
4	0
4	1
4	8
4	1
4	0
4	278
4	39
4	1
4	15
4	0
4	1
4	512
4	512
4	512
4	0
4	512
4	4
4	1
4	0
4	39
4	1
4	15
4	69
4	36
4	1
4	14
4	1
4	15
4	1
4	1
4	1
4	1
4	1
4	0
4	0
4	271
4	0
4	0
4	362
4	0
4	1
4	4
4	1
4	20
4	1
4	1
4	32
4	0
4	1
4	1
4	13
4	51
4	39
4	15
4	1
4	1
4	4
4	40
4	20
4	64
4	32
4	1
4	1
4	32
4	15
4	1
4	42
4	43
4	15
4	13
4	43
4	37
4	15
4	13
4	35
4	0
4	1
4	4
4	4
4	15
4	42
4	32
4	0
4	15
4	55
4	1
4	0
4	1
4	1
4	5
4	0
4	13
4	0
4	38
4	46
4	0
4	2
4	0
4	0
4	0
4	15
4	1
4	2
4	512
4	512
4	512
4	512
4	512
4	397
4	0
4	2
4	2
4	2
4	0
4	0
4	0
4	0
4	1
4	4
4	0
4	0
4	1
4	1
4	0
4	32
4	52
4	15
4	44
5	193
5	512
5	192
5	0
5	13
5	51
5	0
5	1
5	0
5	4
5	37
5	43
5	366
5	0
5	1
5	1
5	41
5	15
5	0
5	1
5	0
5	0
5	8
5	1
5	4
5	1
5	1
5	48
5	15
5	0
5	0
5	0
5	3
5	20
5	52
5	15
5	0
5	1
5	4
5	39
5	15
5	1
5	1
5	0
5	0
5	0
5	0
5	39
5	15
5	39
5	15
5	79
5	104
5	100
5	32
5	0
5	36
5	0
5	15
5	27
5	0
5	1
5	4
5	17
5	0
5	1
5	1
5	20
5	0
5	0
5	29
5	32
5	8
5	15
5	38
5	0
5	0
5	15
5	0
5	1
5	1
5	1
5	1
5	397
5	0
5	1
5	0
5	4
5	512
5	32
5	0
